OGLE-BLG-T2CEP-057  pWVir  17:47:48.46 -35:16:06.4  BLG604.18.79561  BLG116.3.113970 BUL_SC26_584679 V1514 Sco
OGLE-BLG-T2CEP-058  BLHer  17:47:55.58 -21:12:24.7  BLG630.08.106964 BLG350.1.74761                  
OGLE-BLG-T2CEP-059   WVir  17:48:15.31 -34:42:20.8  BLG603.01.3014   BLG122.6.123077 BUL_SC27_351157 V0706 Sco
OGLE-BLG-T2CEP-060  BLHer  17:48:22.85 -33:38:13.2  BLG502.16.148349 BLG139.2.167522                 
OGLE-BLG-T2CEP-061  BLHer  17:48:25.94 -33:17:13.4  BLG502.25.141484 BLG147.8.56145                  
OGLE-BLG-T2CEP-062  BLHer  17:48:34.23 -35:03:48.7                   BLG122.8.19853                  
OGLE-BLG-T2CEP-063   WVir  17:48:41.81 -21:04:29.8  BLG637.32.81736  BLG350.2.61549                  
OGLE-BLG-T2CEP-064   WVir  17:48:51.74 -30:44:04.2  BLG651.08.54638  BLG179.7.28420                  
OGLE-BLG-T2CEP-065  BLHer  17:48:55.46 -33:25:16.1  BLG502.25.14585  BLG139.4.31363                  
OGLE-BLG-T2CEP-066   WVir  17:49:04.81 -30:03:20.4  BLG501.16.22872                  BUL_SC44_28833  
OGLE-BLG-T2CEP-067  BLHer  17:49:09.32 -22:21:27.1  BLG638.31.94588  BLG340.6.129789                 
OGLE-BLG-T2CEP-068  RVTau  17:49:13.59 -30:26:20.4  BLG651.17.150    BLG179.5.33793  BUL_SC44_70494  
OGLE-BLG-T2CEP-069  BLHer  17:49:22.01 -33:36:52.9  BLG502.15.107282 BLG139.2.200985                 
OGLE-BLG-T2CEP-071   WVir  17:49:25.61 -29:46:54.2  BLG501.24.81026                  BUL_SC44_205497 
OGLE-BLG-T2CEP-072  BLHer  17:49:30.96 -29:50:58.4  BLG501.15.84996                  BUL_SC44_200215 V5597 Sgr
OGLE-BLG-T2CEP-073   WVir  17:49:35.55 -29:39:14.6  BLG501.24.90909                  BUL_SC44_217245 
OGLE-BLG-T2CEP-074  BLHer  17:49:41.58 -30:46:48.4  BLG534.24.50373  BLG179.7.18191                  
OGLE-BLG-T2CEP-075  BLHer  17:49:45.28 -30:35:39.3  BLG534.32.44546  BLG179.6.52190                  
OGLE-BLG-T2CEP-076  BLHer  17:49:47.85 -23:08:09.1  BLG638.13.84530  BLG343.2.101680                 
OGLE-BLG-T2CEP-077   WVir  17:49:49.62 -35:15:36.6                   BLG117.3.133950                 
OGLE-BLG-T2CEP-078   WVir  17:49:55.59 -29:13:06.0  BLG500.07.13702  BLG194.5.18595                  
OGLE-BLG-T2CEP-079  RVTau  17:50:01.82 -34:30:25.8  BLG503.23.112793 BLG122.4.192056                 
OGLE-BLG-T2CEP-080  BLHer  17:50:02.17 -37:39:43.4  BLG600.06.25305  BLG318.6.72067                  
OGLE-BLG-T2CEP-081  BLHer  17:50:05.13 -29:53:58.5  BLG501.15.15888  BLG100.6.83424  BUL_SC5_44324   
OGLE-BLG-T2CEP-082  BLHer  17:50:13.15 -30:20:57.2  BLG501.06.130071                 BUL_SC5_102694  V1518 Sco
OGLE-BLG-T2CEP-083  RVTau  17:50:15.63 -37:02:16.2  BLG600.22.84315  BLG107.3.127423                 NGC6441 V6
OGLE-BLG-T2CEP-084  RVTau  17:50:16.68 -30:30:16.7  BLG534.31.108875 BLG179.3.143979                 
OGLE-BLG-T2CEP-085  BLHer  17:50:18.43 -35:05:22.5  BLG503.06.36423  BLG122.1.32679                  
OGLE-BLG-T2CEP-086   WVir  17:50:19.28 -37:06:51.0  BLG600.22.67106  BLG107.3.56557                  
OGLE-BLG-T2CEP-087   WVir  17:50:20.25 -30:32:56.6  BLG534.31.103625 BLG179.3.100007                 
OGLE-BLG-T2CEP-088  RVTau  17:50:20.91 -33:57:32.4  BLG502.06.69764  BLG131.4.129067                 
OGLE-BLG-T2CEP-089  BLHer  17:50:21.47 -35:08:42.8  BLG503.06.30936  BLG117.4.103297                 
OGLE-BLG-T2CEP-090  BLHer  17:50:21.50 -29:54:27.9  BLG501.14.93345  BLG100.6.92714  BUL_SC5_146244  V5599 Sgr
OGLE-BLG-T2CEP-091  RVTau  17:50:23.39 -29:08:48.0  BLG500.06.64739  BLG194.5.40493                  
OGLE-BLG-T2CEP-092  RVTau  17:50:26.32 -30:08:52.3                   BLG100.7.19483  BUL_SC5_231829  
OGLE-BLG-T2CEP-093   WVir  17:50:26.99 -29:18:33.2  BLG501.31.62764  BLG194.6.63493                  
OGLE-BLG-T2CEP-094   WVir  17:50:27.51 -29:44:10.6  BLG501.23.69036  BLG100.5.90967  BUL_SC5_277369  
OGLE-BLG-T2CEP-095  RVTau  17:50:28.69 -30:54:31.0  BLG534.23.47034  BLG179.1.40627                  
OGLE-BLG-T2CEP-096  BLHer  17:50:29.46 -29:16:13.4  BLG501.31.66547  BLG194.6.85276                  
OGLE-BLG-T2CEP-097   WVir  17:50:31.56 -29:31:52.3                   BLG194.7.19105  BUL_SC5_307203  
OGLE-BLG-T2CEP-098   WVir  17:50:37.96 -29:42:50.7  BLG501.23.40080  BLG100.5.134496 BUL_SC5_277428  
OGLE-BLG-T2CEP-100  BLHer  17:50:40.40 -22:13:58.4  BLG638.29.80932  BLG340.4.129381                 
OGLE-BLG-T2CEP-101   WVir  17:50:52.16 -30:19:34.5  BLG501.05.148283                 BUL_SC5_322366  
OGLE-BLG-T2CEP-102  RVTau  17:50:53.03 -34:35:09.4                   BLG123.5.57165                  V0708 Sco
OGLE-BLG-T2CEP-103  BLHer  17:50:58.70 -29:08:56.1  BLG500.05.100889 BLG194.5.48370                  
OGLE-BLG-T2CEP-104  BLHer  17:50:58.84 -35:08:42.0  BLG503.05.75438  BLG118.5.91533                  
OGLE-BLG-T2CEP-105   WVir  17:50:58.96 -33:08:53.2  BLG502.30.46945  BLG147.2.42082  BUL_SC40_258103 V1521 Sco
OGLE-BLG-T2CEP-106  BLHer  17:51:00.05 -29:22:55.0  BLG501.30.89060  BLG194.6.22817                  
OGLE-BLG-T2CEP-107   WVir  17:51:00.09 -29:20:11.9  BLG501.30.92630  BLG194.6.49542                  
OGLE-BLG-T2CEP-108  BLHer  17:51:02.74 -35:34:55.0  BLG599.30.17899  BLG118.8.94912                  
OGLE-BLG-T2CEP-109   WVir  17:51:02.83 -34:50:49.3                                                   V0709 Sco
OGLE-BLG-T2CEP-110  RVTau  17:51:10.01 -29:41:57.1  BLG501.22.88994  BLG194.1.55                     
OGLE-BLG-T2CEP-111   WVir  17:51:18.12 -29:41:52.3  BLG501.22.49979  BLG100.4.169814                 
OGLE-BLG-T2CEP-112   WVir  17:51:19.76 -30:38:07.0  BLG534.30.14756  BLG179.3.41468                  
OGLE-BLG-T2CEP-113  BLHer  17:51:23.88 -29:19:01.4  BLG501.30.42487  BLG194.3.85773                  
OGLE-BLG-T2CEP-114   WVir  17:51:32.32 -35:57:35.4  BLG599.21.45     BLG114.6.19501                  
OGLE-BLG-T2CEP-115  BLHer  17:51:42.45 -32:41:41.5  BLG535.04.109788 BLG155.8.73854  BUL_SC41_145401 V1522 Sco
OGLE-BLG-T2CEP-116  BLHer  17:51:42.96 -29:17:28.3  BLG501.29.138999 BLG194.3.135677                 
OGLE-BLG-T2CEP-117   WVir  17:51:50.26 -29:54:34.2  BLG501.12.126636 BLG100.3.137574                 
OGLE-BLG-T2CEP-118   WVir  17:51:54.51 -33:25:16.8  BLG502.21.14555  BLG140.4.81053  BUL_SC41_181353 
OGLE-BLG-T2CEP-119  BLHer  17:51:55.78 -29:13:10.2  BLG500.04.93568  BLG194.4.20546                  
OGLE-BLG-T2CEP-120   WVir  17:51:57.57 -30:21:39.7  BLG501.04.58633  BLG180.5.165480                 
OGLE-BLG-T2CEP-121   WVir  17:51:57.64 -32:02:06.8  BLG535.21.27462  BLG163.8.109977                 
OGLE-BLG-T2CEP-122  BLHer  17:52:01.16 -29:15:18.1  BLG501.29.67488  BLG194.3.141747                 
OGLE-BLG-T2CEP-123   WVir  17:52:05.16 -29:40:07.7  BLG501.21.67525  BLG194.1.84146  BUL_SC37_123111 
OGLE-BLG-T2CEP-124   WVir  17:52:06.78 -29:12:08.0  BLG500.04.50815  BLG194.4.58844                  
OGLE-BLG-T2CEP-125  BLHer  17:52:07.84 -29:57:01.4  BLG501.12.27878  BLG100.3.95964  BUL_SC37_81466  V5601 Sgr
OGLE-BLG-T2CEP-126   WVir  17:52:11.61 -29:54:14.0  BLG501.12.32851  BLG100.3.151744                 
OGLE-BLG-T2CEP-127   WVir  17:52:12.79 -29:46:58.3  BLG501.21.4262   BLG100.4.94191  BUL_SC37_111633 
OGLE-BLG-T2CEP-128   WVir  17:52:13.64 -30:37:19.2  BLG534.28.154290 BLG180.6.80721                  
OGLE-BLG-T2CEP-129  BLHer  17:52:15.45 -30:00:17.4  BLG501.12.16849  BLG100.2.218708 BUL_SC37_73374  V5602 Sgr
OGLE-BLG-T2CEP-130   WVir  17:52:18.39 -34:46:39.3                   BLG123.3.5319                   V0742 Sco
OGLE-BLG-T2CEP-131  RVTau  17:52:25.70 -29:26:57.5  BLG501.28.136130 BLG195.8.111340                 
OGLE-BLG-T2CEP-132  RVTau  17:52:36.00 -30:36:27.7  BLG534.28.64048  BLG180.6.90984                  
OGLE-BLG-T2CEP-133  BLHer  17:52:36.22 -30:08:33.2                                   BUL_SC37_369978 
OGLE-BLG-T2CEP-134  BLHer  17:52:42.59 -29:22:04.8  BLG501.28.57386  BLG195.7.13763                  
OGLE-BLG-T2CEP-135  RVTau  17:52:44.16 -31:39:33.4  BLG534.03.40329  BLG163.5.30850                  
OGLE-BLG-T2CEP-136   WVir  17:52:51.05 -31:55:02.3                   BLG163.2.54950                  
OGLE-BLG-T2CEP-137   WVir  17:52:54.73 -30:08:17.6  BLG501.11.4                      BUL_SC37_544259 
OGLE-BLG-T2CEP-138   WVir  17:52:55.16 -29:51:45.3  BLG501.11.45539  BLG101.7.236592 BUL_SC37_586896 
OGLE-BLG-T2CEP-139   WVir  17:52:57.31 -29:18:29.4  BLG501.28.26663  BLG195.7.129392                 
OGLE-BLG-T2CEP-140   WVir  17:52:59.82 -36:29:15.4  BLG599.02.68675  BLG110.3.98883                  
OGLE-BLG-T2CEP-141  BLHer  17:53:00.95 -35:25:23.1                   BLG118.2.108200                 
OGLE-BLG-T2CEP-142  BLHer  17:53:01.56 -29:12:23.1  BLG500.03.159    BLG195.6.25875                  
OGLE-BLG-T2CEP-143   WVir  17:53:01.56 -29:38:46.7  BLG501.19.210545 BLG101.5.31320                  
OGLE-BLG-T2CEP-144  RVTau  17:53:01.60 -29:24:33.4  BLG501.27.176748 BLG195.8.190742                 
OGLE-BLG-T2CEP-145   WVir  17:53:01.76 -30:35:34.4  BLG534.27.160604 BLG180.3.61542                  
OGLE-BLG-T2CEP-146  RVTau  17:53:06.13 -30:31:30.0  BLG534.27.120371 BLG180.3.182657                 
OGLE-BLG-T2CEP-147   WVir  17:53:08.14 -30:15:40.2  BLG501.02.192693                 BUL_SC3_23036   
OGLE-BLG-T2CEP-148   WVir  17:53:10.53 -29:38:36.7  BLG501.19.151738 BLG101.5.31361  BUL_SC3_175915  
OGLE-BLG-T2CEP-149  BLHer  17:53:12.51 -31:02:17.6  BLG534.19.103139 BLG171.4.72331                  
OGLE-BLG-T2CEP-150  BLHer  17:53:13.93 -36:10:15.5  BLG599.10.15109  BLG114.1.87411                  
OGLE-BLG-T2CEP-151  BLHer  17:53:23.91 -30:20:32.1  BLG501.02.68705                  BUL_SC3_227539  
OGLE-BLG-T2CEP-152  BLHer  17:53:26.71 -34:32:40.6  BLG503.19.24475  BLG123.4.148748                 
OGLE-BLG-T2CEP-153  BLHer  17:53:27.87 -30:19:55.2  BLG501.02.68787                  BUL_SC3_227653  V1524 Sco
OGLE-BLG-T2CEP-154  BLHer  17:53:29.25 -29:48:52.6  BLG501.19.53511  BLG101.6.53292  BUL_SC3_341515  V5606 Sgr
OGLE-BLG-T2CEP-155  BLHer  17:53:29.50 -31:27:08.5  BLG534.02.29369  BLG171.1.127644                 
OGLE-BLG-T2CEP-156  BLHer  17:53:34.81 -30:12:39.9  BLG501.02.37518                  BUL_SC3_455680  V1525 Sco
OGLE-BLG-T2CEP-157  BLHer  17:53:38.06 -29:15:28.2  BLG501.27.38961  BLG195.7.208059                 
OGLE-BLG-T2CEP-158  BLHer  17:53:40.68 -28:56:46.8  BLG500.02.48364  BLG195.4.208374                 
OGLE-BLG-T2CEP-159  BLHer  17:53:41.11 -32:08:35.6  BLG535.18.128627 BLG156.5.170044                 
OGLE-BLG-T2CEP-160  RVTau  17:53:51.28 -32:24:10.8  BLG535.09.102250 BLG156.6.7486                   
OGLE-BLG-T2CEP-161   WVir  17:53:51.77 -29:18:37.3  BLG501.26.192044 BLG195.2.143175                 
OGLE-BLG-T2CEP-162  pWVir  17:53:55.02 -32:01:50.9  BLG535.18.108311 BLG163.1.133519                 
OGLE-BLG-T2CEP-163  RVTau  17:53:57.57 -33:45:27.2  BLG502.09.51011  BLG141.2.11729                  
OGLE-BLG-T2CEP-164   WVir  17:53:59.43 -29:46:35.0  BLG501.18.120966 BLG101.3.85048  BUL_SC3_743743  
OGLE-BLG-T2CEP-165  BLHer  17:54:06.60 -29:16:22.3  BLG501.26.90374  BLG195.2.217699 BUL_SC4_194227  V5607 Sgr
OGLE-BLG-T2CEP-166  BLHer  17:54:09.11 -29:39:59.0  BLG501.18.85222  BLG101.4.18596  BUL_SC4_120543  V5608 Sgr
OGLE-BLG-T2CEP-167  BLHer  17:54:14.83 -31:43:06.7  BLG535.26.27250  BLG164.6.117333                 
OGLE-BLG-T2CEP-168  BLHer  17:54:15.23 -33:30:37.7  BLG502.18.190    BLG141.3.125841                 
OGLE-BLG-T2CEP-169   WVir  17:54:18.24 -30:38:30.7  BLG534.26.10726  BLG181.6.11263                  
OGLE-BLG-T2CEP-170   WVir  17:54:20.97 -34:43:30.8  BLG503.17.115405 BLG124.6.68981                  
OGLE-BLG-T2CEP-171   WVir  17:54:24.32 -33:06:51.3  BLG508.16.75897  BLG149.7.55579  BUL_SC25_195800 V1528 Sco
OGLE-BLG-T2CEP-172  RVTau  17:54:26.82 -29:59:42.5  BLG501.08.185448 BLG101.1.263948                 
OGLE-BLG-T2CEP-173   WVir  17:54:27.39 -29:51:04.2                                   BUL_SC4_267091  
OGLE-BLG-T2CEP-174   WVir  17:54:36.58 -32:14:10.4  BLG535.17.74984  BLG156.5.91367                  
OGLE-BLG-T2CEP-175  BLHer  17:54:37.99 -31:21:33.1  BLG534.08.88574  BLG172.7.72079                  
OGLE-BLG-T2CEP-176  BLHer  17:54:55.55 -29:57:31.3  BLG501.08.76039  BLG101.2.67054  BUL_SC4_635511  V5609 Sgr
OGLE-BLG-T2CEP-177  RVTau  17:54:58.81 -31:54:45.1  BLG507.15.146477 BLG164.7.91690                  
OGLE-BLG-T2CEP-178  BLHer  17:55:06.73 -29:18:07.7  BLG505.15.201926 BLG102.5.64634  BUL_SC4_765688  V5611 Sgr
OGLE-BLG-T2CEP-179  RVTau  17:55:08.60 -31:36:36.3                   BLG164.5.97336                  
OGLE-BLG-T2CEP-180  BLHer  17:55:12.38 -30:07:24.5  BLG506.32.89946  BLG103.7.195250 BUL_SC39_14171  V1530 Sco
OGLE-BLG-T2CEP-181   WVir  17:55:23.11 -29:31:35.5                   BLG102.7.224998 BUL_SC39_361403 
OGLE-BLG-T2CEP-182  RVTau  17:55:29.84 -31:07:20.9  BLG507.32.71584  BLG172.3.181760                 
OGLE-BLG-T2CEP-183  pWVir  17:55:37.36 -31:15:24.5  BLG507.32.8550   BLG172.2.176291                 
OGLE-BLG-T2CEP-184  BLHer  17:55:43.81 -29:44:50.3  BLG505.07.12890  BLG102.8.98635  BUL_SC39_515806 V5614 Sgr
OGLE-BLG-T2CEP-185   WVir  17:55:44.61 -29:25:33.5                                   BUL_SC39_575199 
OGLE-BLG-T2CEP-186   WVir  17:55:46.22 -31:02:02.6  BLG506.06.157754 BLG172.4.78587                  
OGLE-BLG-T2CEP-187  pWVir  17:55:50.09 -34:59:18.1  BLG510.31.74018  BLG124.1.111187                 
OGLE-BLG-T2CEP-188  BLHer  17:55:52.33 -31:24:40.5  BLG507.23.176969 BLG172.1.170889                 
OGLE-BLG-T2CEP-189   WVir  17:55:57.23 -29:35:46.2  BLG505.06.160313 BLG102.7.115015 BUL_SC39_720114 
OGLE-BLG-T2CEP-190  BLHer  17:55:57.52 -28:46:27.4  BLG505.31.173405 BLG205.6.146102                 
OGLE-BLG-T2CEP-191  pWVir  17:55:59.38 -30:34:48.5  BLG506.14.106781 BLG181.3.134227                 
OGLE-BLG-T2CEP-192  BLHer  17:55:59.99 -30:39:36.3  BLG506.14.94358  BLG181.2.211050                 
OGLE-BLG-T2CEP-193  RVTau  17:56:00.33 -33:10:43.6  BLG508.14.72338  BLG149.1.138712                 
OGLE-BLG-T2CEP-194   WVir  17:56:08.69 -34:37:22.0  BLG509.06.54196  BLG124.4.35340                  
OGLE-BLG-T2CEP-195  BLHer  17:56:11.61 -29:47:11.9  BLG505.06.58366  BLG102.8.57866  BUL_SC39_685080 
OGLE-BLG-T2CEP-196  RVTau  17:56:13.69 -29:39:02.6                   BLG102.7.61670                  
OGLE-BLG-T2CEP-197   WVir  17:56:25.08 -28:05:17.3  BLG504.14.34095  BLG214.5.63890                  
OGLE-BLG-T2CEP-198   WVir  17:56:27.28 -31:14:21.6  BLG507.30.159692 BLG172.3.35564  BUL_SC22_101    
OGLE-BLG-T2CEP-199  BLHer  17:56:27.52 -31:56:09.0  BLG507.13.137125 BLG164.2.95221                  
OGLE-BLG-T2CEP-200   WVir  17:56:37.70 -28:01:28.0  BLG504.13.214475 BLG214.5.128439                 
OGLE-BLG-T2CEP-201   WVir  17:56:38.48 -28:33:29.2  BLG504.05.177610 BLG214.8.15199                  
OGLE-BLG-T2CEP-202  BLHer  17:56:44.72 -28:57:25.6  BLG505.22.131789 BLG205.7.98898                  
OGLE-BLG-T2CEP-203   WVir  17:56:46.28 -29:01:24.2  BLG505.22.125163 BLG205.7.30168                  
OGLE-BLG-T2CEP-204  BLHer  17:56:47.42 -31:17:00.3  BLG507.30.104208 BLG172.2.163161                 
OGLE-BLG-T2CEP-205  RVTau  17:56:47.74 -30:42:49.2  BLG506.13.41093  BLG182.7.117111 BUL_SC22_484938 
OGLE-BLG-T2CEP-206  BLHer  17:56:50.57 -28:38:31.3  BLG505.30.144249 BLG205.5.195254                 
OGLE-BLG-T2CEP-207  BLHer  17:57:06.94 -33:44:40.3  BLG509.30.8959   BLG142.2.23596                  
OGLE-BLG-T2CEP-208   WVir  17:57:07.67 -29:38:07.3  BLG505.05.33556  BLG102.2.33688                  
OGLE-BLG-T2CEP-209  BLHer  17:57:11.87 -28:51:49.5                   BLG205.6.64160                  
OGLE-BLG-T2CEP-210   WVir  17:57:16.55 -31:26:54.6  BLG507.21.162587 BLG173.8.117215                 
OGLE-BLG-T2CEP-211  BLHer  17:57:25.43 -30:15:30.8  BLG506.21.110227 BLG103.1.184475                 
OGLE-BLG-T2CEP-212   WVir  17:57:31.14 -29:21:49.6  BLG505.12.139822 BLG102.3.240385                 
OGLE-BLG-T2CEP-213  BLHer  17:57:41.99 -29:37:55.2  BLG505.04.93764  BLG102.2.57487                  
OGLE-BLG-T2CEP-214  BLHer  17:57:45.09 -32:25:12.1  BLG508.29.18238  BLG157.3.1                      
OGLE-BLG-T2CEP-215  RVTau  17:57:52.30 -30:06:43.3                   BLG188.7.111074                 
OGLE-BLG-T2CEP-216   WVir  17:57:56.23 -29:36:07.7  BLG505.03.221448                                 V0991 Sgr
OGLE-BLG-T2CEP-217  RVTau  17:57:58.65 -29:45:01.3  BLG505.03.188039 BLG104.8.7084                   
OGLE-BLG-T2CEP-218  RVTau  17:57:58.74 -30:04:51.0  BLG506.28.161507 BLG188.7.173371                 
OGLE-BLG-T2CEP-219   WVir  17:58:02.81 -30:57:46.1  BLG506.03.138832 BLG173.5.216478 BUL_SC23_513020 
OGLE-BLG-T2CEP-220  BLHer  17:58:03.41 -29:01:13.3  BLG505.20.212902 BLG205.2.38054  BUL_SC34_388943 V5618 Sgr
OGLE-BLG-T2CEP-221  RVTau  17:58:11.74 -33:50:38.8                                                   V0717 Sco
OGLE-BLG-T2CEP-222  BLHer  17:58:12.03 -32:13:52.0  BLG507.03.90431  BLG157.4.64820                  
OGLE-BLG-T2CEP-223  BLHer  17:58:14.61 -31:33:24.3  BLG507.20.103411 BLG165.4.167574 BUL_SC23_577789 V5619 Sgr
OGLE-BLG-T2CEP-224  RVTau  17:58:20.61 -27:51:52.5                   BLG223.8.150602                 
OGLE-BLG-T2CEP-225  BLHer  17:58:21.92 -28:12:23.3  BLG504.11.60486  BLG214.3.151199                 
OGLE-BLG-T2CEP-226   WVir  17:58:22.87 -29:58:46.2  BLG506.28.75981  BLG188.6.154240                 
